Iter	f-f*	Time
0	9.89563201	0.0030
1	6.64392041	8.8943
2	0.96892608	17.3929
3	0.42307339	25.8396
4	0.19630707	34.9730
5	0.19630707	43.1535
6	0.06624529	51.3835
7	0.03007544	59.7457
8	0.03007544	67.6460
9	0.01127499	75.5139
10	0.00485983	82.8390
11	0.00272063	91.0741
12	0.00272063	100.0444
13	0.00101128	109.0695
14	0.00043446	117.8909
15	0.00043446	126.4561
16	0.00012895	134.8261
17	0.00004055	143.9252
18	0.00004055	152.3606
19	0.00000588	161.0777
20	0.00000119	169.4671
